,Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Supervisorial_Districts_Waterline_data_from_7pkg_wer3,apn,new_units
195523,201801118453,3,additions alterations or repairs,2018-01-11,3589,062,141,,Lexington,St,,,"adu (unit e) per ordinance 162-16 on 1st fl w/ an office, bedroom, kitchen, media room & bathroom per plan.",issued,2020-02-10,2018-01-11,2020-02-10,,,,3.0,3.0,,,2021-02-10,50000.0,86314.0,apartments,4.0,apartments,5.0,2.0,,5.0,wood frame (5),5,wood frame (5),,9.0,Mission,94110.0,"(37.761062373710466, -122.42053897434943)",1493322247969,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3589/062,1.0
218127,201807245431,3,additions alterations or repairs,2018-07-24,1453,013,363,,21st,Av,,,"revision to pa 2017-0925-9512 - add a commercial space on ground floor. interior layout change on 1st, 2nd and 3rd fl. all work within apprvoed envelope. ti under separate permit - sound consultant for tenant under separate permit. add wetbar and bathroom on ground floor",complete,2020-01-17,2018-07-24,2018-12-05,2020-01-17,,,,4.0,,,2019-11-30,15000.0,50000.0,vacant lot,,day care home gt 12,4.0,2.0,,,,5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.78102771998584, -122.48083375510392)",1516941100339,8.0,8.0,4.0,29.0,55.0,11.0,2.0,9.0,9.0,1453/013,4.0
195370,201801108321,3,additions alterations or repairs,2018-01-10,0670,011,1238,,Sutter,St,,,wiring for 37 units with elevator and back up ups system. reference bpa 201507161644 a-4,issued,2018-02-26,2018-01-10,2018-02-26,,,,2.0,9.0,,,2021-02-10,400000.0,400000.0,retail sales,0.0,apartments,37.0,2.0,,5.0,wood frame (5),1,constr type 1,,3.0,Nob Hill,94109.0,"(37.78792924561855, -122.42082396936176)",149315878404,50.0,4.0,3.0,21.0,28858.0,13.0,10.0,6.0,2.0,0670/011,37.0
195136,201801098154,3,additions alterations or repairs,2018-01-09,1157,006A,1712,,Mcallister,St,,,"addition of (2) accessory dwelling units; add fire rated walls, ceilings & doors. fire sprinklers under separate permit per ordinance 162-16.** maher: n/a **",issued,2019-11-14,2018-01-09,2019-11-14,,,,4.0,4.0,,,2020-11-14,207000.0,207000.0,apartments,6.0,apartments,8.0,2.0,,5.0,wood frame (5),5,wood frame (5),,5.0,Western Addition,94115.0,"(37.777710599807214, -122.44040568051109)",1492917239658,97.0,7.0,11.0,39.0,29490.0,15.0,11.0,8.0,10.0,1157/006A,2.0
195130,201608296230,3,additions alterations or repairs,2016-08-29,1377,002,109,,17th,Av,,,"add 2nd unit at ground floor behind garage, structural work, upgrade (e) family room to kitchen. recess (e) garage door. 1 bedroom & 1 bath. existing legal 1st floor rooms approved under bpa#2004-0913-3903. 6"" excavation for (n) corridor less than 50 cubic yards.",complete,2018-06-22,2016-08-29,2018-01-09,2018-06-22,,,3.0,3.0,,,2019-01-04,12350.0,66985.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.78589254589178, -122.47681957706504)",1492911510484,2.0,8.0,4.0,29.0,55.0,11.0,2.0,9.0,9.0,1377/002,1.0
195103,201801098131,3,additions alterations or repairs,2018-01-09,7029,002B,43,,Restani,Wy,,,unit legalization ord 43-14. legalize (e) kitchen and construct (n) hallway and (n) unit 2. all work at ground floor in sfd.,complete,2019-07-02,2018-01-09,2018-10-11,2019-07-02,,,2.0,2.0,,,2019-10-06,15000.0,20000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5,wood frame (5),,11.0,Outer Mission,94112.0,"(37.71773082244306, -122.44363529692309)",1492886218230,80.0,9.0,1.0,28.0,28861.0,9.0,6.0,4.0,8.0,7029/002B,1.0
195090,201801098118,3,additions alterations or repairs,2018-01-09,0331,028,210,,Taylor,St,,,"metal stairs, deferred submittal for new construction",complete,2019-04-25,2018-01-09,2018-04-03,2019-04-25,,,,9.0,,,2021-03-18,200000.0,445000.0,,,apartments,113.0,2.0,,,,1,constr type 1,,6.0,Tenderloin,94102.0,"(37.7844864244578, -122.41066150023067)",1492873509025,20.0,5.0,10.0,36.0,28852.0,14.0,9.0,10.0,3.0,0331/028,113.0
218297,201807255566,3,additions alterations or repairs,2018-07-25,0938,017C,2539,,Lombard,St,,,unit legalization per ord# 43-14 @ ground flr.  adu under separate permit# 2018-0725-5568. **maher n/a**,issued,2019-02-22,2018-07-25,2019-02-22,,,,3.0,3.0,,,2020-02-17,20000.0,20000.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.798628528660295, -122.44334602139006)",151711784731,14.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0938/017C,1.0
194920,201801057986,3,additions alterations or repairs,2018-01-05,0119,007,1717,,Mason,St,0.0,,adding a market rate dwelling unit to include 2 bedrooms and 1 bath within building envelope,complete,2019-08-23,2018-01-05,2018-07-11,2019-08-23,,,3.0,3.0,,,2021-06-25,100000.0,141282.0,apartments,7.0,apartments,8.0,2.0,,5.0,wood frame (5),5,wood frame (5),,3.0,Russian Hill,94133.0,"(37.7993852072288, -122.41270778592357)",1492699419865,107.0,6.0,3.0,32.0,308.0,3.0,10.0,1.0,2.0,0119/007,1.0
264436,201805088547,3,additions alterations or repairs,2018-05-08,5361,011,1564,,Underwood,Av,,,"recondition (e) studio @ ground floor, to create (n) two beddroom apartment, (n) kitchen and addition of new bedroom. legalize unit per ordinance 43-14",issued,2019-08-26,2018-05-08,2019-08-26,,2020-10-20,,3.0,3.0,,,2020-08-26,50000.0,94000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72963645733471, -122.39105351891132)",1565316515825,86.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,5361/011,1.0
195667,201801128565,3,additions alterations or repairs,2018-01-12,0576,011,1856,,Pacific,Av,,,"per adu unit ordinance# 162-16, convert ground floor and basement level spaces to 5 adus. structural work covered by separate permit.",issued,2019-07-11,2018-01-12,2019-07-11,,,,5.0,5.0,,,2020-07-11,250000.0,300000.0,apartments,11.0,apartments,16.0,2.0,,3.0,constr type 3,3,constr type 3,,2.0,Pacific Heights,94109.0,"(37.79476099826174, -122.42580638355359)",149346975013,102.0,4.0,6.0,30.0,28858.0,13.0,1.0,6.0,11.0,0576/011,5.0
195767,201608114752,3,additions alterations or repairs,2016-08-11,1502,002A,523,,42nd,Av,,,"add unit in first level. remodel area behind garage from storage/off-street parking to living unit. remove concrete slab to lower slab. new bathroom and kitchen, living room and bedroom, change windows and add interior spiral stair for upper unit to access usable open space area in rear yard.",issued,2018-01-16,2016-08-11,2018-01-16,,,,2.0,2.0,,,2019-01-11,65000.0,90217.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77869437504641, -122.50322762690672)",1493587510592,6.0,8.0,4.0,29.0,55.0,11.0,2.0,9.0,9.0,1502/002A,1.0
218037,201711204339,3,additions alterations or repairs,2017-11-20,6718,016,203,,Roanoke,St,,,"add (2) additional dwelling units, one at the basement level & one at level #1, per ordinance no 162-16 & 162-17",complete,2019-07-11,2017-11-20,2018-07-24,2019-07-11,2018-08-30,,3.0,5.0,,,2021-07-08,145000.0,220000.0,apartments,8.0,apartments,10.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,8.0,Glen Park,94131.0,"(37.73547205828589, -122.4299702729899)",1516851512110,59.0,9.0,5.0,10.0,63.0,2.0,5.0,4.0,1.0,6718/016,2.0
196419,201701056574,3,additions alterations or repairs,2017-01-05,2064,012,1856,A,28th,Av,,,"legalize as built unit (unit b) on 1st flr w/ three bdrms, two full bathrooms, kitchen, laundry & mud room per plans. add deck on 2nd flr @ rear of bldg to provide rear yard access for (e) unit (unit a) per plans.unit legalization ord 43-14.",issued,2018-01-22,2017-01-05,2018-01-22,,,,2.0,2.0,,,2021-01-06,21000.0,125000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.75272857871688, -122.48571325610405)",1494264510609,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,2064/012,1.0
196221,201708154927,3,additions alterations or repairs,2017-08-15,2355,001K,2349,,26th,Av,,,"comply w/ nov #201785901. legalize dwelling unit (unit b) on 1st fl by legalized as built kitchen per plan. unit included (2) bedroom, (2) bathrooms, living room & kitchen per unit legalization ordinace# 43-14",complete,2018-07-05,2017-08-15,2018-01-18,2018-07-05,,,3.0,3.0,,,2020-09-11,20000.0,20000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.74364182860511, -122.48358558803115)",1494060510602,40.0,10.0,7.0,35.0,29491.0,1.0,3.0,5.0,4.0,2355/001K,1.0
196198,201706098896,3,additions alterations or repairs,2017-06-09,2697,028,245,A,Diamond,St,,,per unit legalization ordinance 43-14.unit legalization @ 1st fl. add kitchen within the exsiting living room space w/wet bar.,issued,2018-01-18,2017-06-09,2018-01-18,,,,3.0,3.0,,,2019-01-13,20000.0,94000.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.75845505177302, -122.43672025898547)",1494036510600,115.0,3.0,5.0,5.0,28862.0,2.0,5.0,7.0,1.0,2697/028,1.0
218038,201711204339,3,additions alterations or repairs,2017-11-20,6718,016,495,,Chenery,St,,,"add (2) additional dwelling units, one at the basement level & one at level #1, per ordinance no 162-16 & 162-17",complete,2019-07-11,2017-11-20,2018-07-24,2019-07-11,2018-08-30,,3.0,5.0,,,2021-07-08,145000.0,220000.0,apartments,8.0,apartments,10.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,8.0,Glen Park,94131.0,"(37.73547205828589, -122.4299702729899)",1516852512111,59.0,9.0,5.0,10.0,63.0,2.0,5.0,4.0,1.0,6718/016,2.0
196137,201703302829,3,additions alterations or repairs,2017-03-30,3619,026,91,,Chattanooga,St,,,"legalize as-built unit w/ kitchen, dining room, living room, one full bath & one bedroom on 1st floor per plan. per ordinance no. 43-14. sprinkler to nfpa-13 on deferred submittal.",complete,2019-07-11,2017-03-30,2018-01-18,2019-07-11,,,2.0,2.0,,,2019-01-13,20000.0,81700.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5,wood frame (5),,8.0,Noe Valley,94114.0,"(37.75515267462045, -122.42650483082198)",1493971510598,52.0,3.0,5.0,22.0,28862.0,2.0,5.0,7.0,1.0,3619/026,1.0
218050,201711143980,3,additions alterations or repairs,2017-11-14,2052A,007,832,,Ortega,St,,,new adu created @ 1st floor per ordinance# 95-17. kitchen added @ 1st floor in (e) space. ref pa# 2017/10/23/2006.,complete,2018-08-28,2017-11-14,2018-07-24,2018-08-28,,,2.0,2.0,,,2019-07-19,5000.0,15000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.75277066488163, -122.47265080985356)",1516864512112,44.0,10.0,8.0,14.0,56.0,1.0,4.0,5.0,5.0,2052A/007,1.0
195915,201801168754,3,additions alterations or repairs,2018-01-16,1202,006,1220,,Hayes,St,,,to add two accessory dwelling units (adu) at ground floor per ord no. 162-16.,issued,2019-07-12,2018-01-16,2019-07-12,,,,3.0,3.0,,,2020-07-12,60000.0,120000.0,apartments,8.0,apartments,10.0,2.0,,5.0,wood frame (5),5,wood frame (5),Y,5.0,Hayes Valley,94117.0,"(37.77542139804862, -122.43667298851257)",149374292252,23.0,4.0,11.0,9.0,29492.0,15.0,11.0,8.0,10.0,1202/006,2.0
264282,201807255572,3,additions alterations or repairs,2018-07-25,1268,048,329,B,Frederick,St,,,add adu studio unit @ basement per ord 162-16.,issued,2019-08-23,2018-07-25,2019-08-23,,,,3.0,3.0,,,2020-08-23,25000.0,90000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.766670504014584, -122.4486354231639)",1565156515822,29.0,7.0,11.0,3.0,29492.0,15.0,11.0,8.0,10.0,1268/048,1.0
195817,201801168679,3,additions alterations or repairs,2018-01-16,0076,022,1934,,Powell,St,,,"int remodel of (e) 3 units & add 4th at 1st flr garage/shell space. elimination of curb cut (n) wood window system to replace garage door. removal of lightwell at (e) breezeway. new sunken patio for light, vent, egress at rear bedroom of vinyl window at front facade @ 2nd flr",issued,2018-06-29,2018-01-16,2018-06-29,,,,4.0,4.0,,,2021-06-13,150000.0,150000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5,wood frame (5),,3.0,North Beach,94133.0,"(37.80258449091982, -122.41093314735191)",1493638279469,106.0,6.0,3.0,23.0,308.0,3.0,10.0,1.0,2.0,0076/022,1.0
195816,201801168679,3,additions alterations or repairs,2018-01-16,0076,022,1932,,Powell,St,,,"int remodel of (e) 3 units & add 4th at 1st flr garage/shell space. elimination of curb cut (n) wood window system to replace garage door. removal of lightwell at (e) breezeway. new sunken patio for light, vent, egress at rear bedroom of vinyl window at front facade @ 2nd flr",issued,2018-06-29,2018-01-16,2018-06-29,,,,4.0,4.0,,,2021-06-13,150000.0,150000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5,wood frame (5),,3.0,North Beach,94133.0,"(37.80258449091982, -122.41093314735191)",1493637279468,106.0,6.0,3.0,23.0,308.0,3.0,10.0,1.0,2.0,0076/022,1.0
195815,201801168679,3,additions alterations or repairs,2018-01-16,0076,022,1930,,Powell,St,,,"int remodel of (e) 3 units & add 4th at 1st flr garage/shell space. elimination of curb cut (n) wood window system to replace garage door. removal of lightwell at (e) breezeway. new sunken patio for light, vent, egress at rear bedroom of vinyl window at front facade @ 2nd flr",issued,2018-06-29,2018-01-16,2018-06-29,,,,4.0,4.0,,,2021-06-13,150000.0,150000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5,wood frame (5),,3.0,North Beach,94133.0,"(37.80258449091982, -122.41093314735191)",149363657817,106.0,6.0,3.0,23.0,308.0,3.0,10.0,1.0,2.0,0076/022,1.0
264950,201908280141,3,additions alterations or repairs,2019-08-28,0220,010,1348,,Sacramento,St,,,construct (2) new adu's per ordinance no. 162-16. no change to occupancy or egress. remove non structural walls. new kitchen & bath. excavate less than 50 cubic yards of soil.,issued,2020-11-30,2019-08-28,2020-11-30,,,,4.0,4.0,,,2021-11-30,120000.0,190000.0,apartments,18.0,apartments,20.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.792416999265804, -122.41500842830533)",156584962826,16.0,6.0,3.0,21.0,28858.0,5.0,10.0,1.0,2.0,0220/010,2.0
264479,201901251263,3,additions alterations or repairs,2019-01-25,6258,011B,373,,Sawyer,St,,,"per unit legalization ordinance# 43-14, legalization of (e) unit on ground floor. abatement of nov# 201728312.",complete,2020-09-08,2019-01-25,2020-01-06,2020-09-08,,,2.0,2.0,,,2021-01-06,10000.0,27350.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Visitacion Valley,94134.0,"(37.71337112966118, -122.41414833800378)",1565360515827,75.0,9.0,9.0,40.0,309.0,9.0,8.0,4.0,6.0,6258/011B,1.0
194141,201712277430,3,additions alterations or repairs,2017-12-27,6621,045,2211,,Castro,St,,,addition of (5) units - ordinance 162-16. retrofit pa #201709148210,issued,2019-12-05,2017-12-27,2019-12-05,,,,4.0,4.0,,,2021-12-05,220000.0,350000.0,apartments,14.0,apartments,19.0,2.0,,5.0,wood frame (5),5,wood frame (5),,8.0,Noe Valley,94131.0,"(37.74378423878084, -122.43303519144371)",1491876252373,84.0,9.0,5.0,22.0,63.0,2.0,5.0,4.0,1.0,6621/045,5.0
194040,201611183166,3,additions alterations or repairs,2016-11-18,6710,029,19,A,Mizpah,St,,,add unit per ordinance no. 162-16 on first floor.,complete,2019-02-14,2016-11-18,2017-12-26,2019-02-14,,,2.0,2.0,,,2018-12-21,70000.0,70000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5,wood frame (5),,8.0,Glen Park,94131.0,"(37.73681623582301, -122.43862836785841)",1491773510452,96.0,9.0,5.0,10.0,63.0,2.0,5.0,4.0,1.0,6710/029,1.0
193957,201712227268,3,additions alterations or repairs,2017-12-22,0621,012,1662,,Sacramento,St,,,"legalization of ground floor unit in existing building ordinance 43-14. all work shall be coordinated with adu permit at the same site; bpa 2017-1222-7262 at completion of the adu permit, a total of 17 units will be present.",issued,2020-02-21,2017-12-22,2020-02-21,,,,4.0,4.0,,,2021-02-21,50000.0,90000.0,apartments,12.0,apartments,13.0,2.0,,5.0,wood frame (5),5,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79175713168875, -122.4204156554077)",1491685273468,105.0,4.0,3.0,21.0,28858.0,13.0,10.0,6.0,2.0,0621/012,1.0
193956,201712227268,3,additions alterations or repairs,2017-12-22,0621,012,1660,,Sacramento,St,0.0,,"legalization of ground floor unit in existing building ordinance 43-14. all work shall be coordinated with adu permit at the same site; bpa 2017-1222-7262 at completion of the adu permit, a total of 17 units will be present.",issued,2020-02-21,2017-12-22,2020-02-21,,,,4.0,4.0,,,2021-02-21,50000.0,90000.0,apartments,12.0,apartments,13.0,2.0,,5.0,wood frame (5),5,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79175713168875, -122.4204156554077)",1491684305135,105.0,4.0,3.0,21.0,28858.0,13.0,10.0,6.0,2.0,0621/012,1.0
193950,201712227262,3,additions alterations or repairs,2017-12-22,0621,012,1662,,Sacramento,St,,,addition of 4 new dwelling untis on ground floor under ordinance 162-16.legalized unit under bpa# 2017-1222-7268.,issued,2019-09-20,2017-12-22,2019-09-20,,,,3.0,3.0,,,2021-09-20,150000.0,450000.0,apartments,12.0,apartments,17.0,2.0,,5.0,wood frame (5),5,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79175713168875, -122.4204156554077)",1491678273468,105.0,4.0,3.0,21.0,28858.0,13.0,10.0,6.0,2.0,0621/012,5.0
193949,201712227262,3,additions alterations or repairs,2017-12-22,0621,012,1660,,Sacramento,St,0.0,,addition of 4 new dwelling untis on ground floor under ordinance 162-16.legalized unit under bpa# 2017-1222-7268.,issued,2019-09-20,2017-12-22,2019-09-20,,,,3.0,3.0,,,2021-09-20,150000.0,450000.0,apartments,12.0,apartments,17.0,2.0,,5.0,wood frame (5),5,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79175713168875, -122.4204156554077)",1491677305135,105.0,4.0,3.0,21.0,28858.0,13.0,10.0,6.0,2.0,0621/012,5.0
193845,201712217187,3,additions alterations or repairs,2017-12-21,1080,022,2485,,Post,St,,,"horizontal addition. conversion of (e) bedroom & part of garage to a new unit. replace rotted wood members in the (e) garage. install new elec & gas meters. horizontal addition & alteration of (e) 2 bedroom, 1 bath unit to a 3 bedroom, 2 baths. convert part of the garage to a new internal stair.",issued,2018-11-16,2017-12-21,2018-11-16,,2019-03-14,Y,2.0,2.0,,,2021-10-31,185000.0,467892.0,1 family dwelling,1.0,1 family dwelling,2.0,2.0,,5.0,wood frame (5),5,wood frame (5),Y,2.0,Japantown,94115.0,"(37.78372314656084, -122.44265123916475)",149157689127,103.0,8.0,6.0,15.0,29490.0,15.0,1.0,9.0,11.0,1080/022,1.0
264851,201908280065,3,additions alterations or repairs,2019-08-28,0928,018,2270,,Francisco,St,0.0,,"addition of new unit on 1st fl under ordinance #162-16. unit #70a: 565 sq ft studio with one kitchen,one bath and one study nook/office.",issued,2020-09-12,2019-08-28,2020-09-12,,,,3.0,3.0,,,2021-09-12,20000.0,30000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.801254831478786, -122.44256584662809)",1565744399711,17.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0928/018,1.0
193829,201712217176,3,additions alterations or repairs,2017-12-21,0638,011,2263,,Sacramento,St,,,g/f -add 2 new group housing dwelling units and common kitchen to replace 2 garages. separate sprinkler permit.  maher n/a,issued,2018-07-26,2017-12-21,2018-07-26,,,,3.0,3.0,,,2021-07-10,115000.0,115000.0,apartments,19.0,apartments,21.0,2.0,,5.0,wood frame (5),5,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.790034668160075, -122.43029500250192)",149155877219,102.0,4.0,6.0,30.0,29490.0,13.0,1.0,6.0,11.0,0638/011,2.0
193745,201610200847,3,additions alterations or repairs,2016-10-20,0436E,013,1742,,North Point,St,,,per ordinance #162-16. add dwelling unit to (e) 2-unit building. see ref #201606079348,complete,2018-06-12,2016-10-20,2017-12-21,2018-06-12,,,3.0,3.0,,,2018-12-16,2000.0,2000.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5,wood frame (5),,2.0,Marina,94123.0,"(37.80400482487293, -122.43599761413391)",1491476510447,17.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0436E/013,1.0
256982,201804267500,3,additions alterations or repairs,2018-04-26,7084,001,715,,Sargent,St,,,"legalize (e) unauthorized dwelling unit, including (n) entry & skylight for light & ventilation. update entry stair for code conformance & legalize unpermitted shower & kitchen fixtures. legalization per ordinance 43-14.",complete,2020-02-21,2018-04-26,2019-06-25,2020-02-21,2019-07-26,,2.0,2.0,,,2020-07-26,15000.0,60000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,11.0,Oceanview/Merced/Ingleside,94132.0,"(37.715987482109504, -122.46915128328396)",1557555514928,65.0,10.0,1.0,24.0,64.0,9.0,6.0,5.0,8.0,7084/001,1.0
194248,201712287527,3,additions alterations or repairs,2017-12-28,1654,044,1045,,Cabrillo,St,,,"addition of (2) new units on 1st flr per ord 162-16. (2) bedrooms, (2) bathrooms, (2) kitchens. revision to soft-story bpa #: 2017-0823-5615.",complete,2020-01-31,2017-12-28,2019-04-09,2020-01-31,,,4.0,4.0,,,2022-03-24,100000.0,120000.0,apartments,6.0,apartments,8.0,2.0,,5.0,wood frame (5),5,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.77484199707352, -122.47001232703022)",1491987108716,5.0,8.0,4.0,11.0,54.0,11.0,2.0,9.0,9.0,1654/044,2.0
